NIGHT,EXPID,TILEID,TILERA,TILEDEC,MJD,SURVEY,FAPRGRM,FAFLAVOR,EXPTIME,EFFTIME_SPEC,GOALTIME,GOALTYPE,MINTFRAC,AIRMASS,EBV,SEEING_ETC,EFFTIME_ETC,TSNR2_ELG,TSNR2_QSO,TSNR2_LRG,TSNR2_LYA,TSNR2_BGS,TSNR2_GPBDARK,TSNR2_GPBBRIGHT,TSNR2_GPBBACKUP,ELG_EFFTIME_DARK,BGS_EFFTIME_BRIGHT,LYA_EFFTIME_DARK,GPB_EFFTIME_DARK,GPB_EFFTIME_BRIGHT,GPB_EFFTIME_BACKUP,TRANSPARENCY_GFA,SEEING_GFA,FIBER_FRACFLUX_GFA,FIBER_FRACFLUX_ELG_GFA,FIBER_FRACFLUX_BGS_GFA,FIBERFAC_GFA,FIBERFAC_ELG_GFA,FIBERFAC_BGS_GFA,AIRMASS_GFA,SKY_MAG_AB_GFA,SKY_MAG_G_SPEC,SKY_MAG_R_SPEC,SKY_MAG_Z_SPEC,EFFTIME_GFA,EFFTIME_DARK_GFA,EFFTIME_BRIGHT_GFA,EFFTIME_BACKUP_GFA
20210514,88369,21202,218.264,33.645,59349.25579558,main,bright,mainbright,546.9845581054688,216.51768493652344,180.0,bright,0.85,1.0026780366897583,0.009433850646018982,1.3525199890136719,181.49639892578125,23.3343563079834,5.168787956237793,17.26291275024414,14.817889532074332,1546.554931640625,2428.010009765625,459.17376708984375,2776.916748046875,200.67547607421875,216.51768493652344,169.51307076958213,210.18609619140625,241.17306518554688,203.51834106445312,1.000378884274915,1.5910237610791553,0.35083203874697644,0.27465265350602,0.13250336021018516,0.5854747094216874,0.6286329425180677,0.6582647447962579,1.0017110978870405,21.254592954212946,22.378183005366896,21.30131400911103,18.943479086705008,225.86722266153146,205.49384332042987,225.86722266153146,179.41451498805898
20210514,88370,2196,214.298,34.258,59349.26398689,main,dark,maindark,1280.3470458984375,399.50103759765625,1000.0,dark,0.85,1.0014020204544067,0.01253217551857233,1.5701570510864258,372.2449035644531,46.45360565185547,9.890226364135742,35.02943420410156,34.9981587481685,3112.12548828125,5063.0390625,961.7083740234375,5334.91845703125,399.50103759765625,435.69757080078125,400.3704675920104,438.29327392578125,505.12066650390625,390.9925537109375,1.0196450878287808,1.8383935576779016,0.2850372626921702,0.2304807581025986,0.11347294962824353,0.46900934313931253,0.5178433176308518,0.5531076936322903,1.0035032288430894,21.29903595978081,22.385852928357266,21.301489004951964,18.919742060233425,406.5906484339334,406.5906484339334,444.86076776726867,298.42157354477587
20210514,88371,2196,214.298,34.258,59349.27986784,main,dark,maindark,1059.5877685546875,263.08489990234375,1000.0,dark,0.85,1.0078279972076416,0.01253217551857233,1.5701570510864258,237.3137664794922,30.591266632080078,6.240123748779297,23.00201988220215,19.43092363071628,2058.55029296875,3210.422119140625,621.8815307617188,3466.934326171875,263.08489990234375,288.1970520019531,222.2850646444832,277.9173583984375,326.63250732421875,254.08926391601562,0.9999568376760704,1.9995469879275283,0.2519899352002224,0.20662936672311,0.10301734957484351,0.4125436412796005,0.464906967522512,0.5027400403584168,1.0122161925838626,21.365872410099513,22.3877497267552,21.35446281037897,19.037429838548622,270.2609311461829,270.2609311461829,304.37777391099354,192.11933861344855
20210514,88372,2196,214.298,34.258,59349.2938999,main,dark,maindark,1220.031494140625,430.90380859375,1000.0,dark,0.85,1.01951003074646,0.01253217551857233,1.5701570510864258,393.36328125,50.1050910949707,10.505308151245117,37.21839141845703,31.869679491873832,3272.530029296875,5199.0458984375,981.7556762695312,5396.90234375,430.90380859375,458.1542053222656,364.5814218965665,450.0670166015625,515.650146484375,395.5353088378906,0.9971906618199551,1.8313755173769413,0.28866021750810167,0.23279695503082504,0.11448024539948327,0.47607226611842685,0.5270689793106078,0.5626979954588733,1.0275904934893,21.478993539340085,22.399418337539633,21.431588581897863,19.143564995643768,435.25125452541664,435.25125452541664,467.5161688179807,303.63989584488843
20210514,88373,20257,228.893,34.3,59349.3113681,main,bright,mainbright,649.6795654296875,220.94459533691406,180.0,bright,0.85,1.0033570528030396,0.016531920060515404,1.9018709659576416,182.83091735839844,24.158462524414062,5.103845596313477,17.693086624145508,13.682406951952725,1578.1756591796875,2429.08642578125,464.0645446777344,2717.932373046875,207.76278686523438,220.94459533691406,156.52342480514517,210.27928161621094,243.7418670654297,199.19541931152344,0.9840418029455142,1.7618201809216292,0.3046068928202256,0.24367555314803824,0.11928076762303629,0.5065147209665701,0.55111202303855,0.5838500262877484,1.004951821516662,21.420044840341376,22.41322342228912,21.41064426475178,19.0314238384229,227.30395390067758,206.78494432737784,227.30395390067758,165.04965550391336
20210514,88374,20240,232.699,33.213,59349.32066419,main,bright,mainbright,585.4461059570312,215.4227752685547,180.0,bright,0.85,1.0023599863052368,0.02452843263745308,1.413638949394226,181.75552368164062,24.013303756713867,5.1263628005981445,17.37200927734375,12.819148205313832,1538.734130859375,2346.60546875,445.58697509765625,2647.459716796875,206.51441955566406,215.4227752685547,146.64795362588512,203.13912963867188,234.03683471679688,194.030517578125,0.9803809646915942,1.6568747912138064,0.33606799174700575,0.26558543977827065,0.1288624492656349,0.5475676912435478,0.5930412460519301,0.6251198882860596,1.003628080217371,21.446181396713612,22.439235103533214,21.413889399364514,19.077396389067236,220.93144816618258,201.80670038729406,220.93144816618258,165.25525213557302
20210514,88375,1240,232.699,33.213,59349.32895106,main,dark,maindark,1052.494873046875,457.23736572265625,1000.0,dark,0.85,1.0061719417572021,0.024535495787858963,1.8688689470291138,395.0914001464844,53.16713333129883,11.435072898864746,38.9638671875,34.52033277740702,3367.27880859375,5465.1357421875,1013.0089721679688,5619.7451171875,457.23736572265625,471.4190368652344,394.90425410581116,473.1016540527344,532.0654296875,411.8673095703125,0.9941779857786608,1.6875549281203064,0.32611780306303084,0.2587266632497781,0.12586029818993888,0.5422010256865443,0.588110445822954,0.6206143149923646,1.0102410872892564,21.447280693431857,22.461965530805323,21.437783796852298,19.071987510999215,433.4796507495065,433.4796507495065,456.5627476508567,318.2609673081043
20210514,88385,20923,254.418,33.945,59349.36647977,main,bright,mainbright,399.27581787109375,204.16107177734375,180.0,bright,0.85,1.0006619691848755,0.028088761493563652,1.6007410287857056,182.4782257080078,23.121482849121094,5.290984630584717,16.513858795166016,13.768900326266884,1458.2933349609375,2287.630126953125,423.98883056640625,2664.64404296875,198.84475708007812,204.16107177734375,157.51288807854047,198.03379821777344,222.69277954101562,195.28994750976562,1.0144343917185599,1.3679921179145031,0.4369413558537234,0.33087976126415053,0.15637842122968507,0.7391600268792671,0.7704022766381549,0.7916615122960521,1.0005985772141606,21.57717095244864,22.38085254641758,21.450858038994713,19.09112193896523,212.96722994830347,199.0110128909845,212.96722994830347,189.82430389953294
20210514,88386,1751,243.389,32.48,59349.37322587,main,dark,maindark,945.0546264648438,1011.76611328125,1000.0,dark,0.85,1.0178289413452148,0.02899624966084957,1.1557420492172241,1011.7468872070312,117.647216796875,30.0754451751709,84.6978988647461,99.2481832779944,6965.9462890625,12793.7236328125,2139.4140625,12249.763671875,1011.76611328125,975.2324829101562,1135.3752016667906,1107.5172119140625,1123.690185546875,897.77685546875,1.0406023032674343,1.0848142406269752,0.5670087768800547,0.41042556626505233,0.1890833817566327,0.9762290337813296,0.9678379621555273,0.96794158867702,1.0237966987298395,21.57475214185482,22.379350931881874,21.489079248123574,19.13232407617442,1039.481919955351,1039.481919955351,959.9359060690882,875.4769515316151
20210514,88387,1750,246.825,34.183,59349.38599576,main,dark,maindark,771.1795654296875,1014.577880859375,1000.0,dark,0.85,1.0216460227966309,0.021706068888306618,1.1110919713974,1016.3560180664062,117.97416687011719,31.153331756591797,84.05522155761719,104.35341370031237,6859.4111328125,12798.783203125,2098.421630859375,12151.25,1014.577880859375,960.3175659179688,1193.7778023880462,1107.9552001953125,1102.1595458984375,890.5568237304688,1.0355680399101312,0.9665448206852264,0.6401523859723544,0.45428006387267317,0.20682101452901797,1.1049497476427117,1.0747002934349443,1.0609422275129559,1.0268802592646393,21.697841435713038,22.40103527545909,21.5506702119189,19.221819921675884,1051.286124366879,1051.286124366879,947.7828054933053,928.2956992531425
20210514,88388,1404,248.17,3.391,59349.39768188,main,dark,maindark,1515.751708984375,1028.62109375,1000.0,dark,0.85,1.1868619918823242,0.06834594160318375,1.0045679807662964,906.1927490234375,119.60710144042969,29.21198081970215,86.03226470947266,97.87154795713722,7205.9345703125,12967.2470703125,2248.932861328125,12990.009765625,1028.62109375,1008.8308715820312,1119.6268266999473,1122.5386962890625,1181.2130126953125,952.0289916992188,1.0130499176941425,1.2057749592014972,0.496529122132231,0.3665562895013247,0.1709581112716172,0.8436079787285861,0.8538941552833754,0.8637159217867705,1.2081455323305508,21.331322418265856,22.107384735083055,21.203900653559742,18.84264923022556,963.6867426052986,963.6867426052986,946.780385145921,846.3319359118638
20210514,88389,1404,248.17,3.391,59349.41617519,main,dark,maindark,471.22198486328125,120.83063507080078,1000.0,dark,0.85,1.2364009618759155,0.06834594160318375,1.0045679807662964,94.90237426757812,14.050073623657227,2.891359806060791,9.8507080078125,6.118333230563439,864.6271362304688,1299.880615234375,251.4687042236328,1558.776123046875,120.83063507080078,121.04779815673828,69.99225170760192,112.52706146240234,132.07957458496094,114.24163818359375,1.000462808354589,1.6505914506500963,0.3275968018509589,0.25804815674125525,0.12529542330071555,0.5458688181885065,0.5863143107568225,0.6170705790396487,1.2462552866098053,21.28997898660696,22.09148347878473,21.16941386005672,18.76604834979347,101.63387601083333,101.63387601083333,115.14137256373263,94.09488007963458
