NIGHT,EXPID,FIELD,TARGETS,OBSCONDITIONS,ARIZONA_TIMEOBS,EBV,SPECMODEL_SKY_GFLUX,SPECMODEL_SKY_RFLUX,SPECMODEL_SKY_ZFLUX,GFA_ORIGIN,B_DEPTH,R_DEPTH,Z_DEPTH,B_DEPTH_EBVAIR,R_DEPTH_EBVAIR,Z_DEPTH_EBVAIR,EFFTIME_DARK,EFFTIME_BRIGHT,EFFTIME_BACKUP,SPEED_DARK,SPEED_BRIGHT,SPEED_BACKUP,SPECPROD,SPECPROD_BITPSFFN,SPECPROD_BITFRAMEFN,SPECPROD_BITSKYFN,SPECPROD_BITSFRAMEFN,SPECPROD_BITFLUXCALIBFN,SPECPROD_BITCFRAMEFN,TSNR2_BGS,TSNR2_LRG,TSNR2_ELG,TSNR2_QSO,TILEID,TILERA,TILEDEC,EXPTIME,MJDOBS,N_ASSGN_TGT,N_ASSGN_SKY,N_ASSGN_STD,N_ASSGN_WD,N_ASSGN_LRG,N_ASSGN_ELG,N_ASSGN_QSO,N_ASSGN_BGS,N_ASSGN_MWS,SKYMON_NEXP,SKYMON_SKYCAM0_MEAN,SKYMON_SKYCAM0_MEAN_ERR,SKYMON_SKYCAM1_MEAN,SKYMON_SKYCAM1_MEAN_ERR,SKYMON_AVERAGE_MEAN,SKYMON_AVERAGE_MEAN_ERR,GFA_AIRMASS,GFA_MOON_ILLUMINATION,GFA_MOON_ZD_DEG,GFA_MOON_SEP_DEG,GFA_TRANSPARENCY,GFA_FWHM_ASEC,GFA_SKY_MAG_AB,GFA_FIBER_FRACFLUX,GFA_FIBER_FRACFLUX_ELG,GFA_FIBER_FRACFLUX_BGS,GFA_TRANSPFRAC,GFA_MAXCONTRAST,GFA_MINCONTRAST,GFA_KTERM,GFA_FRACFLUX_NOMINAL_POINTSOURCE,GFA_FRACFLUX_NOMINAL_ELG,GFA_FRACFLUX_NOMINAL_BGS,GFA_RADPROF_FWHM_ASEC,GFA_FIBERFAC,GFA_FIBERFAC_ELG,EPHEM_NOON,EPHEM_DUSK,EPHEM_DAWN,EPHEM_BRIGHTDUSK,EPHEM_BRIGHTDAWN,EPHEM_BRIGHTDUSK_LST,EPHEM_BRIGHTDAWN_LST,EPHEM_MOONRISE,EPHEM_MOONSET,EPHEM_MOON_ILLUM_FRAC,EPHEM_NEAREST_FULL_MOON
20201214,67710,XMM-LSS,QSO+LRG,1,2020-12-14T21:12:40,0.026000000536441803,1.3076846599578857,3.2340524196624756,17.434511184692383,matched_coadd,20.200000762939453,18.100000381469727,19.5,15.788471221923828,15.534268379211426,17.904373168945312,28.792016983032227,40.904727935791016,17.60516929626465,0.039467085152864456,0.05644671246409416,0.024602938443422318,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,144.39601135253906,1.5602673292160034,2.2952427864074707,0.561322033405304,80605,36.448001861572266,-4.60099983215332,900.0,59198.17578125,4200,800,136,13,2117,1341,1428,464,191,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.2455698251724243,0.003608028870075941,133.75759887695312,119.15718078613281,0.8552954792976379,3.564878225326538,20.274341583251953,0.09934508800506592,0.09175417572259903,0.050551772117614746,0.0849694013595581,4.109576225280762,3.6593801975250244,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,3.7471518516540527,0.13182879984378815,0.16755259037017822,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67711,XMM-LSS,QSO+LRG,1,2020-12-14T21:32:32,0.026000000536441803,1.2771704196929932,3.2320425510406494,17.727563858032227,matched_coadd,17.899999618530273,15.899999618530273,16.899999618530273,13.951610565185547,13.627306938171387,15.504860877990723,25.556371688842773,36.504966735839844,15.584953308105469,0.035094525665044785,0.050449833273887634,0.021801071241497993,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,122.74148559570312,1.3224624395370483,1.923712134361267,0.47375965118408203,80605,36.448001861572266,-4.60099983215332,900.0,59198.1875,4200,800,136,13,2117,1341,1428,464,191,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.253373622894287,0.0038064864929765463,137.79525756835938,118.96442413330078,0.8412139415740967,3.672926425933838,20.25766944885254,0.09505315124988556,0.08794328570365906,0.0485759861767292,0.07996003329753876,4.579464912414551,3.4379470348358154,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,3.808967113494873,0.12848299741744995,0.16357098519802094,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67712,XMM-LSS,QSO+LRG,1,2020-12-14T21:51:38,0.026000000536441803,1.2853991985321045,3.270162582397461,17.758817672729492,matched_coadd,37.599998474121094,33.099998474121094,35.400001525878906,29.12535285949707,28.282485961914062,32.420989990234375,49.36964797973633,66.09881591796875,31.90328025817871,0.06784868985414505,0.09152603894472122,0.04481353238224983,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,285.2363586425781,3.094818115234375,4.588974475860596,1.1188946962356567,80605,36.448001861572266,-4.60099983215332,900.0,59198.203125,4200,800,136,13,2117,1341,1428,464,191,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.270604133605957,0.004002350848168135,141.6922149658203,118.7813491821289,0.8752490878105164,3.015857696533203,20.19757652282715,0.13175074756145477,0.11821556091308594,0.06325356662273407,0.11531472951173782,4.012115478515625,2.892880916595459,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,3.0816705226898193,0.17362219095230103,0.2155599296092987,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67713,XMM-LSS,QSO+LRG,1,2020-12-14T22:10:46,0.026000000536441803,1.2917425632476807,3.2114884853363037,16.56614112854004,matched_coadd,59.400001525878906,54.20000076293945,59.900001525878906,45.55850601196289,46.08629608154297,54.70624923706055,77.06612396240234,100.48210144042969,50.410335540771484,0.10699490457773209,0.14100025594234467,0.07213136553764343,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,365.5860900878906,3.97102689743042,5.849616050720215,1.4245376586914062,80605,36.448001861572266,-4.60099983215332,900.0,59198.21484375,4200,800,136,13,2117,1341,1428,464,191,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.2981702089309692,0.004204409196972847,145.6044464111328,118.59829711914062,0.9535000920295715,2.768233060836792,20.319637298583984,0.15205128490924835,0.1350407898426056,0.07141708582639694,0.14498090744018555,4.17337703704834,2.2166926860809326,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,2.847931146621704,0.2539812922477722,0.3091857135295868,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67733,XMM-LSS,ELG,1,2020-12-14T22:52:50,0.026000000536441803,1.3524583578109741,3.317899703979492,16.91811752319336,matched_coadd,123.0,113.5999984741211,126.80000305175781,91.00191497802734,94.89697265625,114.6353988647461,144.3347930908203,171.7476806640625,105.94114685058594,0.20305001735687256,0.2440156638622284,0.1532745063304901,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,904.1359252929688,9.717183113098145,14.473949432373047,3.542786121368408,80606,36.448001861572266,-4.500999927520752,900.0,59198.24609375,4198,800,136,10,8,4060,201,10,131,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.3984112739562988,0.004661873914301395,154.09523010253906,118.24671173095703,0.9449995756149292,2.130208730697632,19.1672420501709,0.2273162603378296,0.1907886266708374,0.09635373204946518,0.21481378376483917,6.584865570068359,3.4927725791931152,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,2.1061465740203857,0.36205756664276123,0.41558530926704407,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67744,Lynx,QSO+LRG,1,2020-12-14T23:24:30,0.05299999937415123,1.2676225900650024,3.019287586212158,13.566121101379395,matched_coadd,291.70001220703125,291.20001220703125,352.0,195.58270263671875,224.2777099609375,304.4571533203125,286.75653076171875,310.90667724609375,225.37147521972656,0.4424782693386078,0.49295786023139954,0.37401819229125977,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,2662.960693359375,28.732332229614258,43.03448486328125,10.481106758117676,80607,106.73999786376953,56.099998474121094,900.0,59198.265625,4199,800,150,12,1922,1212,1684,380,208,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.2151204347610474,0.005023044999688864,160.37281799316406,148.0736846923828,0.9659073948860168,1.6643409729003906,20.543155670166016,0.3314046859741211,0.2628534436225891,0.1278148591518402,0.32010623812675476,14.702886581420898,10.021965026855469,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,1.6531556844711304,0.5377473831176758,0.5847193002700806,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67765,Lynx,QSO+LRG,1,2020-12-15T00:58:31,0.05299999937415123,1.26609468460083,3.2064425945281982,16.251434326171875,matched_coadd,345.29998779296875,329.6000061035156,367.20001220703125,240.51564025878906,258.6610107421875,321.036865234375,331.5868835449219,354.2461242675781,277.2306213378906,0.4929199516773224,0.5368696451187134,0.4338696300983429,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,2588.85986328125,27.823944091796875,41.447628021240234,10.124321937561035,80607,106.73999786376953,56.099998474121094,900.0,59198.33203125,4199,800,150,12,1922,1212,1684,380,208,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.1090131998062134,0.0061708493158221245,172.4430389404297,148.3936309814453,0.9722844958305359,1.5254284143447876,20.503393173217773,0.36542099714279175,0.2840256094932556,0.13655652105808258,0.3552931845188141,13.409233093261719,9.685969352722168,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,1.4706071615219116,0.6012995839118958,0.639500081539154,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67766,Lynx,QSO+LRG,1,2020-12-15T01:18:30,0.05299999937415123,1.2685718536376953,3.3341667652130127,17.732824325561523,matched_coadd,344.29998779296875,318.3999938964844,340.6000061035156,240.56190490722656,250.25228881835938,298.040771484375,327.2044982910156,351.4469909667969,277.5225524902344,0.48098623752593994,0.5234686136245728,0.4225502908229828,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,2572.77587890625,27.87548065185547,42.05028533935547,10.177180290222168,80607,106.73999786376953,56.099998474121094,900.0,59198.34765625,4199,800,150,12,1922,1212,1684,380,208,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.1004035472869873,0.006431111134588718,170.592529296875,148.45875549316406,0.9695353507995605,1.5260947942733765,20.647567749023438,0.3687777817249298,0.2869110405445099,0.13789071142673492,0.35754308104515076,16.073501586914062,9.228469848632812,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,1.502963662147522,0.6027382612228394,0.642137885093689,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67767,Lynx,QSO+LRG,1,2020-12-15T01:37:31,0.05299999937415123,1.2698851823806763,3.215205430984497,17.112560272216797,matched_coadd,291.1000061035156,277.1000061035156,298.5,203.6859893798828,217.94717407226562,261.3080749511719,289.17303466796875,313.8018493652344,237.42926025390625,0.4284447431564331,0.47337067127227783,0.36926183104515076,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,2739.83251953125,29.554738998413086,44.05181121826172,10.694075584411621,80607,106.73999786376953,56.099998474121094,900.0,59198.359375,4199,800,150,12,1922,1212,1684,380,208,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.096370816230774,0.006682258099317551,167.7049560546875,148.51963806152344,0.9674885869026184,1.6043832302093506,20.654150009155273,0.3392511010169983,0.26647523045539856,0.12903837859630585,0.32822155952453613,12.808378219604492,8.35346794128418,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,1.520349144935608,0.5592071413993835,0.6004390716552734,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
20201214,67768,Lynx,QSO+LRG,1,2020-12-15T01:56:34,0.05299999937415123,1.2554298639297485,3.2183711528778076,17.780467987060547,matched_coadd,532.7999877929688,493.8999938964844,520.7999877929688,372.8175964355469,388.47247314453125,455.9142761230469,476.6064147949219,487.3155822753906,425.14453125,0.7059681415557861,0.7373233437538147,0.6651706695556641,cascades,1073741823,1073741823,1073741823,1073741823,1073741823,1073741823,3992.882080078125,42.789302825927734,62.8699836730957,15.450601577758789,80607,106.73999786376953,56.099998474121094,900.0,59198.37109375,4199,800,150,12,1922,1212,1684,380,208,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0962860584259033,0.00693898368626833,164.3169708251953,148.57957458496094,0.9746184349060059,1.296189308166504,20.517602920532227,0.4522155523300171,0.3397245407104492,0.1599455326795578,0.44073763489723206,13.834641456604004,10.231636047363281,0.11400000005960464,0.5817681550979614,0.42423388361930847,0.19544029235839844,1.2793657779693604,0.751468300819397,0.7721883058547974,59197.791666666664,59198.066745730626,59198.54668876452,59198.05982057322,59198.553616188605,-5.896143626986145,172.35701092094754,59197.59470830986,59198.02745986081,0.005432771706774475,14.852906347514363
